Date,SPY,IVV,VOO,SPLG,SPXL,SPXS,SPDN,SPUU,NSPI,SPXU,UPRO,SDS,SH,SSO,JMOM,VUG,VONV,IUSV,FREL,XSW,VHT,MGK,JVAL,VOT,VIOG,NURE,GLD,XLU,TQQQ,VCR,FNCL,IFRA,PBD,RYT,FTEC,SCHI,SUSC,VTC,VCIT,VEA,IEFA,EFA,SCHF,EFV,SCZ,SPDW,FNDF,EWC,DBEF,GSIE
2012-05-03,115.12506866455078,115.61851501464844,105.62883758544922,13.518939971923828,6.503564357757568,5031.734375,,,,3569.72998046875,3.331625461578369,1186.1265869140625,70.044677734375,6.817738056182861,,62.73884201049805,24.121707916259766,23.96792984008789,,28.84943199157715,58.94386672973633,48.962921142578125,,63.25062942504883,63.93940353393555,,158.97000122070312,25.157398223876953,1.1668689250946045,64.50836944580078,,,7.16762113571167,50.57422637939453,,,,,62.72339630126953,24.830677032470703,,40.133201599121094,19.869234085083008,31.33753776550293,30.685405731201172,18.421146392822266,,22.58258628845215,15.170352935791016,
2012-05-04,113.26490020751953,113.71624755859375,103.90452575683594,13.307899475097656,6.186890125274658,5271.80712890625,,,,3739.71728515625,3.167548418045044,1224.089111328125,71.1722412109375,6.597464561462402,,61.54448318481445,23.82573890686035,23.654993057250977,,28.84943199157715,58.15431594848633,48.07027053833008,,62.032833099365234,62.822959899902344,,159.47000122070312,25.19281005859375,1.0812493562698364,63.19873809814453,,,7.124390125274658,49.552982330322266,,,,,62.85631561279297,24.429935455322266,,39.52077102661133,19.554468154907227,30.937841415405273,30.084964752197266,18.111156463623047,,22.1175537109375,14.907133102416992,
2012-05-07,113.34761047363281,113.76586151123047,103.9874496459961,13.328590393066406,6.201783180236816,5259.55810546875,,,,3735.85400390625,3.1720268726348877,1223.314208984375,71.15279388427734,6.60225248336792,,61.58012390136719,23.841739654541016,23.65234375,,28.0693416595459,58.41748809814453,48.07027053833008,,62.06073760986328,62.88701248168945,,159.0800018310547,25.143230438232422,1.0828083753585815,63.225284576416016,,,7.098451137542725,49.19147872924805,,,,,62.834163665771484,24.596281051635742,,39.80807876586914,19.601686477661133,31.169248580932617,30.23312759399414,18.21965217590332,,22.190975189208984,15.016273498535156,
2012-05-08,112.89286804199219,113.30269622802734,103.53980255126953,13.175481796264648,6.122616291046143,5325.7001953125,,,,3782.21435546875,3.1341631412506104,1233.3857421875,71.40550994873047,6.553171634674072,,61.28600311279297,23.6977481842041,23.60991668701172,,27.786510467529297,58.4964714050293,47.856014251708984,,61.60521697998047,62.21896743774414,,156.0,25.18572998046875,1.0708591938018799,62.43776321411133,,,7.003345012664795,48.92033767700195,,,,,62.7824821472168,24.24846839904785,,39.19565200805664,19.37348747253418,30.77655601501465,29.749650955200195,17.97165870666504,,21.750425338745117,14.842936515808105,
2012-05-09,112.22321319580078,112.62447357177734,102.95952606201172,13.194103240966797,6.016797065734863,5413.890625,,,,3847.89111328125,3.075942277908325,1248.1058349609375,71.81377410888672,6.4705657958984375,,61.00078582763672,23.585756301879883,23.448144912719727,,27.914236068725586,57.95253372192383,47.61499786376953,,61.344913482666016,62.45690155029297,,154.47000122070312,25.199892044067383,1.0649361610412598,62.12803268432617,,,6.968759536743164,48.7847785949707,,,,,62.72339630126953,23.953588485717773,,38.74200439453125,19.13741683959961,30.404911041259766,29.172590255737305,17.754667282104492,,21.628049850463867,14.605395317077637,
2012-05-10,112.45467376708984,112.8891372680664,103.14188385009766,13.241690635681152,6.05363655090332,5384.49462890625,,,,3828.573974609375,3.095890998840332,1243.457275390625,71.69712829589844,6.494509220123291,,60.947303771972656,23.713747024536133,23.506488800048828,,27.73177146911621,58.39995574951172,47.5435905456543,,61.410011291503906,63.0151252746582,,154.77000427246094,25.43362045288086,1.054026484489441,62.40232467651367,,,6.934175491333008,48.36905288696289,,,,,62.649566650390625,24.067007064819336,,38.92345428466797,19.223976135253906,30.587236404418945,29.476716995239258,17.8476619720459,,21.709630966186523,14.791574478149414,
2012-05-11,112.11569213867188,112.50865936279297,102.810302734375,13.181687355041504,5.995633125305176,5426.14013671875,,,,3862.571533203125,3.067391872406006,1251.2047119140625,71.91098022460938,6.459792137145996,,60.85818099975586,23.645753860473633,23.408374786376953,,27.996360778808594,58.391178131103516,47.46324157714844,,61.50298309326172,62.87785720825195,,153.55999755859375,25.447782516479492,1.0529872179031372,62.366947174072266,,,6.890944480895996,48.387123107910156,,,,,62.81201934814453,23.900663375854492,,38.6815071105957,19.13741683959961,30.376861572265625,29.273958206176758,17.70041847229004,,21.693313598632812,14.868616104125977,
2012-05-14,110.8755874633789,111.34248352050781,101.71603393554688,13.038928985595703,5.809077262878418,5600.0703125,,,,3983.880859375,2.9668281078338623,1276.7713623046875,72.68860626220703,6.317333221435547,,60.216434478759766,23.413780212402344,23.148481369018555,,27.704397201538086,58.16309356689453,46.990142822265625,,60.66632080078125,62.182342529296875,,151.3300018310547,25.41944694519043,1.023893117904663,61.35816955566406,,,6.73531436920166,48.052734375,,,,,62.86365509033203,23.47723960876465,,37.9405517578125,18.775442123413086,29.7878360748291,28.61892318725586,17.398178100585938,,21.260915756225586,14.541197776794434,
2012-05-15,110.2389907836914,110.68909454345703,101.15233612060547,13.038928985595703,5.704042434692383,5705.408203125,,,,4054.19384765625,2.91675066947937,1291.4913330078125,73.05797576904297,6.249095916748047,,59.93122482299805,23.141801834106445,23.01589584350586,,27.667890548706055,57.87358093261719,46.784820556640625,,60.350250244140625,62.383670806884766,,149.74000549316406,25.24237632751465,1.0149574279785156,61.31393051147461,,,6.614269733428955,47.82678985595703,,,,,62.77507400512695,23.167234420776367,,37.46420669555664,18.531503677368164,29.346065521240234,28.166635513305664,17.19668197631836,,20.95089340209961,14.50909423828125,
2012-05-16,109.81734466552734,110.27557373046875,100.72124481201172,12.923064231872559,5.636631011962891,5769.1015625,,,,4098.236328125,2.8829569816589355,1301.56298828125,73.40792083740234,6.198814392089844,,59.70840072631836,23.133804321289062,22.92042350769043,,27.604026794433594,57.94375991821289,46.65092086791992,,60.0248908996582,61.71566390991211,,149.4600067138672,25.277793884277344,0.9929296970367432,61.269683837890625,,,6.493225574493408,47.2484016418457,,,,,62.65692138671875,22.94040298461914,,37.093719482421875,18.334774017333984,28.953386306762695,27.987281799316406,16.987442016601562,,20.79588508605957,14.355020523071289,
2012-05-17,108.18868255615234,108.63790130615234,99.19590759277344,12.759608268737793,5.3575825691223145,6055.71875,,,,4289.0849609375,2.7490077018737793,1341.07470703125,74.49658966064453,6.010863780975342,,58.5318717956543,22.78183364868164,22.58628273010254,,27.257333755493164,57.224403381347656,45.776100158691406,,58.37017059326172,61.102516174316406,,152.8000030517578,25.136144638061523,0.9318326115608215,59.4025764465332,,,6.3981170654296875,46.74230194091797,,,,,62.391231536865234,22.6606388092041,,36.64006805419922,18.114444732666016,28.651865005493164,27.76893424987793,16.832447052001953,,20.616397857666016,14.27155590057373,
2012-05-18,107.2626724243164,107.70329284667969,98.41670227050781,12.608570098876953,5.207083225250244,6205.15185546875,,,,4387.21337890625,2.681016683578491,1361.218017578125,75.06036376953125,5.904317378997803,,58.014923095703125,22.605854034423828,22.42186164855957,,26.600412368774414,56.69803237915039,45.410099029541016,,57.654380798339844,60.461944580078125,,154.5500030517578,25.086570739746094,0.8944263458251953,59.0043830871582,,,6.2943620681762695,45.57645797729492,,,,,62.317447662353516,22.471614837646484,,36.37544250488281,17.972803115844727,28.4134464263916,27.457012176513672,16.654203414916992,,20.494022369384766,14.188100814819336,
2012-05-21,109.10633087158203,109.53115844726562,100.07463073730469,12.608570098876953,5.4892683029174805,5881.78857421875,,,,4173.1845703125,2.821479082107544,1316.2828369140625,73.83560180664062,6.109028339385986,,59.42318344116211,22.789831161499023,22.681745529174805,,27.302942276000977,57.41739273071289,46.44560241699219,,59.28120040893555,60.70902633666992,,154.64999389648438,25.114896774291992,0.969653844833374,60.11933517456055,,,6.432701587677002,46.823631286621094,,,,,62.14024353027344,22.98576545715332,,37.17689514160156,18.350513458251953,29.023508071899414,27.995084762573242,16.987442016601562,,20.910106658935547,14.77231216430664,
2012-05-22,109.29651641845703,109.72138977050781,100.2901840209961,12.819610595703125,5.5143513679504395,5857.29150390625,,,,4143.82275390625,2.824735641479492,1314.7335205078125,73.75784301757812,6.130577564239502,,59.44991683959961,22.94582176208496,22.724178314208984,,27.348573684692383,57.27704620361328,46.40990447998047,,59.47642135620117,60.43449020385742,,152.0800018310547,25.291967391967773,0.9661217331886292,60.34055709838867,,,6.3981170654296875,46.49826431274414,,,,,62.16238021850586,22.90260124206543,,37.04079818725586,18.295433044433594,28.960399627685547,27.92490005493164,16.925445556640625,,20.81220245361328,14.335756301879883,
2012-05-23,109.35436248779297,109.78759765625,100.2901840209961,12.776163101196289,5.535516262054443,5832.7939453125,,,,4138.4140625,2.8365442752838135,1312.4090576171875,73.6800765991211,6.14254903793335,,59.69057846069336,22.829832077026367,22.604841232299805,,27.229961395263672,56.96122741699219,46.60627746582031,,59.90404510498047,60.75477981567383,,151.6199951171875,25.157398223876953,0.9715242981910706,60.747596740722656,,,6.38947057723999,46.724220275878906,,,,,62.17713928222656,22.706008911132812,,36.73836135864258,18.16952896118164,28.67289161682129,27.69095802307129,16.747201919555664,,20.991683959960938,13.565364837646484,
2012-05-24,109.56930541992188,109.8702392578125,100.47257232666016,12.846510887145996,5.565301895141602,5803.39697265625,,,,4119.09765625,2.856086254119873,1307.7607421875,73.56344604492188,6.166492938995361,,59.62818145751953,22.88582992553711,22.790481567382812,,27.07942008972168,57.49636459350586,46.570587158203125,,59.746002197265625,60.8463020324707,,151.41000366210938,25.25655746459961,0.9540678858757019,61.00423812866211,,,6.346240043640137,45.99217224121094,,,,,62.15498352050781,22.54722023010254,,36.49641418457031,18.043624877929688,28.511627197265625,27.511592864990234,16.73170280456543,,20.95089340209961,14.470580101013184,
2012-05-25,109.21381378173828,109.6386947631836,100.24044036865234,12.819610595703125,5.50964879989624,5845.04248046875,,,,4158.50390625,2.8304364681243896,1312.4090576171875,73.75784301757812,6.120999813079834,,59.43209457397461,22.92182731628418,22.769264221191406,,27.271013259887695,57.531455993652344,46.40990447998047,,59.73671340942383,61.03846740722656,,152.67999267578125,25.341548919677734,0.9486654996871948,60.951133728027344,,,6.3375935554504395,46.41694641113281,,,,,62.34691619873047,22.479169845581055,,36.36787414550781,17.996410369873047,28.42045783996582,27.394630432128906,16.646453857421875,,20.836679458618164,14.44489860534668,
2012-05-29,110.53661346435547,110.95375061035156,101.38443756103516,12.939615249633789,5.710312843322754,5641.7158203125,,,,4006.288330078125,2.930185556411743,1283.743896484375,72.80524444580078,6.271841049194336,,60.189701080322266,23.14580535888672,23.018539428710938,,27.508230209350586,57.68935775756836,46.9722785949707,,60.517578125,61.6424446105957,,151.02000427246094,25.41944694519043,0.9839929938316345,61.85371017456055,,,6.493225574493408,47.02245330810547,,,,,62.29523849487305,22.74381446838379,,36.8291015625,18.201005935668945,28.623815536499023,27.917097091674805,16.878948211669922,,21.114065170288086,14.656757354736328,
